Time, AccelerometerX, AccelerometerY, AccelerometerZ 
21.96, 0.039, -10.032, 1.099
21.97, 0.039, -10.007, 1.183
21.98, -0.039, -10.0, 1.144
21.99, -0.039, -10.007, 1.183
22.0, -0.039, -10.032, 1.099
22.01, -0.039, -10.057, 1.015
22.02, -0.039, -10.025, 1.06
22.03, -0.039, -10.089, 0.969
22.04, 0.0, -10.128, 0.963
22.05, 0.0, -10.173, 0.994
22.06, 0.0, -10.134, 1.001
22.07, 0.039, -10.037, 0.899
22.08, 0.078, -9.987, 1.067
22.09, 0.118, -9.928, 0.958
22.1, 0.118, -9.941, 1.035
22.11, 0.118, -9.935, 0.997
22.12, 0.118, -10.0, 1.144
22.13, 0.118, -9.994, 1.106
22.14, 0.078, -10.064, 1.053
22.15, 0.0, -10.116, 1.124
22.16, -0.039, -10.155, 1.117
22.17, 0.0, -10.155, 1.117
22.18, 0.0, -10.148, 1.079
22.19, 0.0, -10.155, 1.117
22.2, 0.039, -10.123, 1.163
22.21, 0.0, -10.059, 1.253
22.22, 0.0, -10.028, 1.299
22.23, 0.039, -10.046, 1.176
22.24, 0.039, -10.034, 1.338
22.25, 0.078, -9.969, 1.19
22.26, 0.039, -10.014, 1.222
22.27, 0.039, -10.021, 1.26
22.28, 0.118, -10.046, 1.176
22.29, 0.118, -10.046, 1.176
22.3, 0.118, -10.073, 1.331
22.31, 0.078, -10.087, 1.408
22.32, 0.078, -10.059, 1.253
22.33, 0.039, -10.059, 1.253
22.34, -0.039, -10.091, 1.208
22.35, -0.039, -10.066, 1.292
22.36, -0.039, -10.098, 1.247
22.37, -0.078, -10.125, 1.401
22.38, -0.078, -10.125, 1.401
22.39, -0.078, -10.164, 1.394
22.4, -0.078, -10.105, 1.285
22.41, -0.118, -10.112, 1.324
22.42, -0.118, -10.073, 1.331
22.43, -0.118, -10.066, 1.292
22.44, -0.157, -10.041, 1.376
22.45, -0.157, -10.066, 1.292
22.46, -0.196, -10.098, 1.247
22.47, -0.157, -10.116, 1.124
22.48, -0.118, -10.141, 1.04
22.49, -0.078, -10.141, 1.04
22.5, -0.039, -10.155, 1.117
22.51, 0.0, -10.071, 1.092
22.52, 0.039, -9.994, 1.106
22.53, 0.078, -9.896, 1.003
22.54, 0.157, -9.825, 1.056
22.55, 0.196, -9.812, 0.978
22.56, 0.275, -9.91, 1.081
22.57, 0.314, -10.012, 0.983
22.58, 0.314, -10.037, 0.899
22.59, 0.314, -10.082, 0.931
22.6, 0.235, -10.05, 0.976
22.61, 0.314, -10.078, 1.131
22.62, 0.275, -10.039, 1.138
22.63, 0.235, -9.969, 1.19
22.64, 0.118, -9.878, 1.126
22.65, 0.078, -9.898, 1.242
22.66, 0.0, -9.944, 1.274
22.67, -0.078, -9.982, 1.267
22.68, -0.078, -10.021, 1.26
22.69, -0.157, -10.08, 1.369
22.7, -0.196, -10.034, 1.338
22.71, -0.275, -10.139, 1.478
22.72, -0.314, -10.153, 1.556
22.73, -0.471, -10.075, 1.569
22.74, -0.588, -10.062, 1.492
22.75, -0.588, -10.112, 1.324
22.76, -0.549, -10.132, 1.44
22.77, -0.628, -10.112, 1.324
22.78, -0.628, -10.178, 1.472
22.79, -0.628, -10.164, 1.394
22.8, -0.549, -10.08, 1.369
22.81, -0.471, -10.003, 1.383
22.82, -0.471, -9.919, 1.358
22.83, -0.392, -9.875, 1.565
22.84, -0.353, -9.862, 1.487
22.85, -0.314, -9.939, 1.474
22.86, -0.235, -9.95, 1.313
22.87, -0.196, -10.021, 1.26
22.88, -0.157, -10.032, 1.099
22.89, -0.118, -10.059, 1.253
22.9, -0.118, -10.021, 1.26
22.91, -0.078, -9.925, 1.397
22.92, -0.078, -9.894, 1.442
22.93, -0.118, -9.816, 1.456
22.94, -0.118, -9.791, 1.54
22.95, -0.157, -9.759, 1.585
22.96, -0.118, -9.862, 1.487
22.97, -0.118, -9.966, 1.628
22.98, -0.157, -10.05, 1.653
22.99, -0.157, -10.103, 1.724
23.0, -0.118, -10.132, 1.44
23.01, -0.157, -10.225, 1.742
23.02, -0.157, -10.18, 1.71
23.03, -0.235, -10.134, 1.678
23.04, -0.275, -10.13, 1.878
23.05, -0.275, -10.123, 1.84
23.06, -0.314, -10.137, 1.917
23.07, -0.353, -10.193, 1.787
23.08, -0.353, -10.246, 1.858
23.09, -0.431, -10.271, 1.774
23.1, -0.431, -10.232, 1.781
23.11, -0.392, -10.205, 1.626
23.12, -0.392, -10.121, 1.601
23.13, -0.392, -10.096, 1.685
23.14, -0.431, -10.069, 1.531
23.15, -0.392, -10.107, 1.524
23.16, -0.431, -10.1, 1.485
23.17, -0.392, -10.1, 1.485
23.18, -0.392, -10.055, 1.453
23.19, -0.392, -9.957, 1.351
23.2, -0.314, -9.834, 1.333
23.21, -0.314, -9.75, 1.308
23.22, -0.275, -9.687, 1.399
23.23, -0.196, -9.707, 1.515
23.24, -0.157, -9.7, 1.476
23.25, -0.157, -9.687, 1.399
23.26, -0.118, -9.694, 1.437
23.27, -0.118, -9.805, 1.617
23.28, -0.157, -9.85, 1.649
23.29, -0.196, -9.921, 1.597
23.3, -0.314, -9.973, 1.667
23.31, -0.275, -10.037, 1.576
23.32, -0.353, -10.109, 1.762
23.33, -0.353, -10.109, 1.762
23.34, -0.431, -10.084, 1.847
23.35, -0.431, -10.071, 1.769
23.36, -0.392, -10.155, 1.794
23.37, -0.431, -10.187, 1.749
23.38, -0.392, -10.168, 1.872
23.39, -0.392, -10.141, 1.717
23.4, -0.392, -10.266, 1.974
23.41, -0.431, -10.253, 1.897
23.42, -0.431, -10.166, 1.633
23.43, -0.431, -10.134, 1.678
23.44, -0.471, -10.089, 1.647
23.45, -0.431, -10.071, 1.769
23.46, -0.431, -9.998, 1.583
23.47, -0.431, -9.959, 1.59
23.48, -0.392, -9.896, 1.681
23.49, -0.353, -9.85, 1.649
23.5, -0.353, -9.844, 1.61
23.51, -0.275, -9.819, 1.694
23.52, -0.314, -9.85, 1.649
23.53, -0.275, -9.889, 1.642
23.54, -0.235, -9.889, 1.642
23.55, -0.235, -9.889, 1.642
23.56, -0.196, -9.871, 1.765
23.57, -0.157, -9.878, 1.803
23.58, -0.078, -9.896, 1.681
23.59, -0.078, -9.955, 1.79
23.6, -0.039, -9.941, 1.712
23.61, -0.078, -10.084, 1.847
23.62, -0.039, -10.141, 1.717
23.63, -0.078, -10.162, 1.833
23.64, -0.157, -10.155, 1.794
23.65, -0.118, -10.116, 1.801
23.66, -0.196, -10.134, 1.678
23.67, -0.235, -10.023, 1.499
23.68, -0.275, -10.025, 1.737
23.69, -0.235, -9.973, 1.667
23.7, -0.235, -9.973, 1.667
23.71, -0.196, -9.973, 1.667
23.72, -0.157, -9.966, 1.628
23.73, -0.157, -9.973, 1.667
23.74, -0.118, -9.973, 1.667
23.75, -0.118, -9.966, 1.628
23.76, -0.078, -9.953, 1.551
23.77, -0.118, -9.966, 1.628
23.78, -0.078, -9.984, 1.506
23.79, -0.039, -9.998, 1.583
23.8, 0.0, -9.998, 1.583
23.81, 0.0, -9.998, 1.583
23.82, 0.0, -9.966, 1.628
23.83, 0.039, -9.941, 1.712
23.84, 0.039, -9.934, 1.674
23.85, 0.0, -9.973, 1.667
23.86, 0.0, -10.091, 1.885
23.87, -0.078, -10.116, 1.801
23.88, -0.118, -10.18, 1.71
23.89, -0.196, -10.166, 1.633
23.9, -0.275, -10.18, 1.71
23.91, -0.353, -10.155, 1.794
23.92, -0.392, -10.109, 1.762
23.93, -0.431, -10.089, 1.647
23.94, -0.431, -10.048, 1.415
23.95, -0.392, -10.023, 1.499
23.96, -0.431, -10.003, 1.383
23.97, -0.431, -9.932, 1.435
23.98, -0.353, -9.894, 1.442
23.99, -0.275, -9.823, 1.494
24.0, -0.196, -9.83, 1.533
24.01, -0.196, -9.791, 1.54
24.02, -0.118, -9.784, 1.501
24.03, -0.078, -9.841, 1.372
24.04, -0.078, -9.894, 1.442
24.05, -0.039, -9.887, 1.403
24.06, -0.039, -9.873, 1.326
24.07, 0.039, -9.823, 1.494
24.08, 0.039, -9.764, 1.385
24.09, 0.039, -9.844, 1.61
24.1, 0.078, -9.784, 1.501
24.11, 0.157, -9.764, 1.385
24.12, 0.157, -9.83, 1.533
24.13, 0.157, -9.875, 1.565
24.14, 0.157, -9.973, 1.667
24.15, 0.078, -10.05, 1.653
24.16, 0.0, -10.128, 1.64
24.17, -0.039, -10.148, 1.756
24.18, -0.118, -10.18, 1.71
24.19, -0.157, -10.191, 1.549
24.2, -0.157, -10.18, 1.71
24.21, -0.196, -10.159, 1.594
24.22, -0.235, -10.082, 1.608
24.23, -0.196, -10.109, 1.762
24.24, -0.078, -10.103, 1.724
24.25, -0.118, -10.082, 1.608
24.26, -0.118, -10.064, 1.731
24.27, -0.118, -10.075, 1.569
24.28, -0.078, -10.043, 1.615
24.29, -0.078, -10.05, 1.653
24.3, -0.078, -9.959, 1.59
24.31, -0.118, -9.896, 1.681
24.32, -0.118, -9.889, 1.642
24.33, -0.118, -9.896, 1.681
24.34, -0.078, -9.921, 1.597
24.35, -0.078, -9.973, 1.667
24.36, -0.078, -10.012, 1.66
24.37, -0.078, -10.05, 1.653
24.38, -0.039, -10.05, 1.653
24.39, -0.039, -10.025, 1.737
24.4, 0.039, -9.98, 1.706
24.41, 0.039, -9.987, 1.744
24.42, 0.039, -9.98, 1.706
24.43, 0.0, -10.071, 1.769
24.44, 0.0, -10.109, 1.762
24.45, -0.039, -10.148, 1.756
24.46, -0.078, -10.134, 1.678
24.47, -0.157, -10.162, 1.833
24.48, -0.157, -10.103, 1.724
24.49, -0.118, -10.057, 1.692
24.5, -0.118, -10.057, 1.692
24.51, -0.118, -10.005, 1.622
24.52, -0.118, -9.928, 1.635
24.53, -0.039, -9.889, 1.642
24.54, 0.0, -9.875, 1.565
24.55, 0.0, -9.869, 1.526
24.56, 0.0, -9.85, 1.649
24.57, 0.0, -9.844, 1.61
24.58, 0.078, -9.857, 1.687
24.59, 0.078, -9.882, 1.603
24.6, 0.039, -9.85, 1.649
24.61, 0.0, -9.85, 1.649
24.62, -0.039, -9.921, 1.597
24.63, -0.039, -10.005, 1.622
24.64, -0.078, -10.082, 1.608
24.65, -0.118, -10.096, 1.685
24.66, -0.157, -10.134, 1.678
24.67, -0.157, -10.128, 1.64
24.68, -0.196, -10.075, 1.569
24.69, -0.157, -10.114, 1.563
24.7, -0.196, -10.089, 1.647
24.71, -0.157, -10.05, 1.653
24.72, -0.118, -10.012, 1.66
24.73, -0.118, -10.005, 1.622
24.74, -0.078, -9.964, 1.39
24.75, -0.078, -9.998, 1.583
24.76, -0.039, -9.953, 1.551
24.77, -0.039, -9.959, 1.59
24.78, 0.0, -9.953, 1.551
24.79, 0.039, -9.914, 1.558
24.8, 0.0, -9.862, 1.487
24.81, 0.039, -9.921, 1.597
24.82, 0.039, -9.928, 1.635
24.83, 0.0, -9.946, 1.512
24.84, 0.0, -9.946, 1.512
24.85, 0.039, -9.998, 1.583
24.86, 0.039, -9.991, 1.544
24.87, 0.0, -10.075, 1.569
24.88, 0.039, -10.03, 1.537
24.89, 0.039, -10.055, 1.453
24.9, 0.039, -10.094, 1.447
24.91, 0.078, -10.069, 1.531
24.92, 0.078, -10.037, 1.576
24.93, 0.039, -10.03, 1.537
24.94, 0.039, -9.984, 1.506
24.95, 0.0, -10.03, 1.537
24.96, -0.039, -10.023, 1.499
24.97, 0.0, -10.075, 1.569
24.98, -0.039, -10.055, 1.453
24.99, 0.0, -10.037, 1.576
25.0, -0.039, -9.984, 1.506
25.01, 0.0, -10.037, 1.576
25.02, -0.039, -10.043, 1.615
25.03, -0.039, -10.062, 1.492
25.04, -0.039, -10.062, 1.492
25.05, 0.0, -10.023, 1.499
25.06, 0.0, -10.05, 1.653
25.07, -0.039, -10.023, 1.499
25.08, 0.0, -9.984, 1.506
25.09, 0.0, -9.953, 1.551
25.1, 0.0, -9.953, 1.551
25.11, 0.0, -9.953, 1.551
25.12, 0.0, -10.03, 1.537
25.13, 0.0, -10.023, 1.499
25.14, -0.039, -9.998, 1.583
25.15, -0.039, -9.953, 1.551
25.16, -0.039, -9.875, 1.565
25.17, -0.039, -9.991, 1.544
25.18, -0.078, -9.998, 1.583
25.19, -0.039, -9.966, 1.628
25.2, -0.078, -9.998, 1.583
25.21, -0.078, -10.018, 1.699
25.22, -0.039, -10.037, 1.576
25.23, -0.078, -9.978, 1.467
25.24, -0.039, -9.998, 1.583
25.25, -0.039, -10.012, 1.66
25.26, -0.039, -10.005, 1.622
25.27, -0.039, -9.966, 1.628
25.28, 0.0, -10.012, 1.66
25.29, -0.039, -10.057, 1.692
25.3, -0.078, -10.082, 1.608
25.31, -0.118, -10.128, 1.64
25.32, -0.039, -10.096, 1.685
25.33, -0.039, -10.114, 1.563
25.34, -0.039, -10.191, 1.549
25.35, 0.039, -10.159, 1.594
25.36, 0.078, -10.128, 1.64
25.37, 0.118, -10.146, 1.517
25.38, 0.078, -10.107, 1.524
25.39, 0.039, -10.139, 1.478
25.4, 0.039, -10.125, 1.401
25.41, 0.078, -10.094, 1.447
25.42, -0.039, -10.066, 1.292
25.43, -0.039, -10.055, 1.453
25.44, -0.118, -10.016, 1.46
25.45, -0.118, -10.009, 1.422
25.46, -0.157, -10.055, 1.453
25.47, -0.118, -10.034, 1.338
25.48, -0.157, -10.055, 1.453
25.49, -0.157, -10.034, 1.338
25.5, -0.196, -10.08, 1.369
25.51, -0.157, -10.059, 1.253
25.52, -0.118, -10.028, 1.299
25.53, -0.118, -10.034, 1.338
25.54, -0.118, -10.021, 1.26
25.55, -0.157, -10.034, 1.338
25.56, -0.157, -10.059, 1.253
25.57, -0.118, -10.053, 1.215
25.58, -0.078, -10.053, 1.215
25.59, -0.039, -10.007, 1.183
25.6, -0.039, -9.969, 1.19
25.61, -0.039, -9.962, 1.151
25.62, -0.039, -9.962, 1.151
25.63, -0.039, -9.962, 1.151
25.64, 0.0, -9.955, 1.113
25.65, 0.0, -9.941, 1.035
25.66, 0.0, -9.962, 1.151
25.67, -0.039, -10.0, 1.144
25.68, -0.078, -10.078, 1.131
25.69, -0.078, -10.137, 1.24
25.7, -0.078, -10.157, 1.356
25.71, -0.118, -10.109, 1.085
25.72, -0.157, -10.109, 1.085
25.73, -0.118, -10.116, 1.124
25.74, -0.157, -10.039, 1.138
25.75, -0.157, -10.039, 1.138
25.76, -0.078, -9.948, 1.074
25.77, -0.078, -9.987, 1.067
25.78, -0.078, -9.948, 1.074
25.79, -0.039, -9.948, 1.074
25.8, -0.078, -9.98, 1.028
25.81, -0.078, -9.987, 1.067
25.82, -0.078, -10.044, 0.938
25.83, -0.078, -9.991, 0.867
25.84, -0.039, -10.044, 0.938
25.85, 0.0, -10.03, 0.86
25.86, 0.039, -10.044, 0.938
25.87, 0.039, -10.057, 1.015
25.88, 0.039, -10.005, 0.944
25.89, 0.039, -9.998, 0.906
25.9, 0.039, -10.005, 0.944
25.91, -0.039, -10.044, 0.938
25.92, -0.078, -10.05, 0.976
25.93, -0.039, -9.985, 0.829
25.94, -0.039, -10.023, 0.822
25.95, 0.039, -10.089, 0.969
25.96, -0.078, -10.023, 0.822
25.97, -0.039, -10.03, 0.86
25.98, -0.039, -10.069, 0.854
25.99, -0.078, -10.069, 0.854
26.0, -0.118, -10.082, 0.931
26.01, -0.118, -10.062, 0.815
26.02, -0.078, -10.03, 0.86
26.03, -0.078, -10.044, 0.938
26.04, -0.078, -10.005, 0.944
26.05, -0.039, -9.966, 0.951
26.06, 0.0, -9.966, 0.951
26.07, 0.0, -10.019, 1.022
26.08, 0.039, -10.019, 1.022
26.09, 0.039, -10.005, 0.944
26.1, 0.078, -10.005, 0.944
26.11, 0.039, -10.071, 1.092
26.12, 0.0, -10.096, 1.008
26.13, 0.0, -10.109, 1.085
26.14, -0.078, -10.155, 1.117
26.15, -0.078, -10.116, 1.124
26.16, -0.157, -10.096, 1.008
26.17, -0.157, -10.103, 1.047
26.18, -0.157, -10.116, 1.124
26.19, -0.157, -10.05, 0.976
26.2, -0.157, -10.064, 1.053
26.21, -0.157, -10.057, 1.015
26.22, -0.118, -9.975, 1.228
26.23, -0.078, -9.948, 1.074
26.24, -0.078, -9.994, 1.106
26.25, -0.118, -9.98, 1.028
26.26, -0.118, -10.0, 1.144
26.27, -0.118, -9.962, 1.151
26.28, -0.078, -9.987, 1.067
26.29, -0.078, -10.007, 1.183
26.3, -0.039, -10.007, 1.183
26.31, -0.039, -10.007, 1.183
26.32, -0.039, -9.982, 1.267
26.33, 0.0, -9.898, 1.242
26.34, -0.039, -9.873, 1.326
26.35, 0.0, -9.887, 1.403
26.36, 0.0, -9.919, 1.358
26.37, -0.039, -9.957, 1.351
26.38, -0.078, -10.009, 1.422
26.39, -0.078, -10.016, 1.46
26.4, -0.078, -10.048, 1.415
26.41, -0.118, -10.003, 1.383
26.42, -0.118, -10.009, 1.422
26.43, -0.157, -9.998, 1.583
26.44, -0.118, -9.984, 1.506
26.45, -0.118, -10.005, 1.622
26.46, -0.078, -10.064, 1.731
26.47, -0.078, -10.064, 1.731
26.48, -0.078, -10.116, 1.801
26.49, -0.039, -10.075, 1.569
26.5, -0.078, -10.064, 1.731
26.51, -0.078, -10.005, 1.622
26.52, -0.039, -9.941, 1.712
26.53, -0.039, -9.934, 1.674
26.54, 0.0, -9.993, 1.783
26.55, 0.0, -10.0, 1.822
26.56, 0.0, -10.021, 1.937
26.57, 0.0, -10.053, 1.892
26.58, -0.039, -10.014, 1.899
26.59, -0.039, -9.982, 1.944
26.6, 0.0, -9.975, 1.906
26.61, -0.039, -9.957, 2.028
26.62, -0.039, -9.932, 2.112
26.63, 0.0, -9.953, 2.228
26.64, -0.039, -9.964, 2.067
26.65, -0.039, -9.907, 2.196
26.66, -0.078, -9.925, 2.074
26.67, -0.078, -9.88, 2.042
26.68, -0.118, -9.88, 2.042
26.69, -0.118, -9.828, 1.971
26.7, -0.078, -9.828, 1.971
26.71, -0.078, -9.862, 2.165
26.72, -0.078, -9.778, 2.14
26.73, -0.078, -9.784, 2.178
26.74, -0.039, -9.707, 2.192
26.75, -0.118, -9.759, 2.262
26.76, -0.078, -9.741, 2.385
26.77, -0.118, -9.682, 2.276
26.78, -0.078, -9.689, 2.315
26.79, -0.078, -9.734, 2.346
26.8, -0.118, -9.734, 2.346
26.81, -0.157, -9.839, 2.487
26.82, -0.157, -9.812, 2.333
26.83, -0.157, -9.916, 2.474
26.84, -0.118, -9.93, 2.551
26.85, -0.157, -9.962, 2.506
26.86, -0.157, -9.968, 2.544
26.87, -0.196, -10.007, 2.537
26.88, -0.196, -10.021, 2.615
26.89, -0.196, -10.007, 2.537
26.9, -0.235, -9.943, 2.628
26.91, -0.196, -9.982, 2.621
26.92, -0.196, -9.884, 2.519
26.93, -0.157, -9.905, 2.635
26.94, -0.118, -9.852, 2.565
26.95, -0.157, -9.866, 2.642
26.96, -0.118, -9.866, 2.642
26.97, -0.157, -9.891, 2.558
26.98, -0.157, -9.846, 2.526
26.99, -0.157, -9.905, 2.635
27.0, -0.196, -9.943, 2.628
27.01, -0.275, -9.975, 2.583
27.02, -0.314, -9.937, 2.59
27.03, -0.392, -9.937, 2.59
27.04, -0.392, -9.93, 2.551
27.05, -0.431, -9.93, 2.551
27.06, -0.431, -9.968, 2.544
27.07, -0.392, -9.943, 2.628
27.08, -0.431, -9.877, 2.48
27.09, -0.471, -9.884, 2.519
27.1, -0.471, -9.891, 2.558
27.11, -0.471, -9.852, 2.565
27.12, -0.431, -9.884, 2.519
27.13, -0.353, -9.839, 2.487
27.14, -0.314, -9.814, 2.571
27.15, -0.235, -9.814, 2.571
27.16, -0.235, -9.821, 2.61
27.17, -0.157, -9.866, 2.642
27.18, -0.157, -9.852, 2.565
27.19, -0.118, -9.891, 2.558
27.2, -0.157, -9.898, 2.596
27.21, -0.118, -9.905, 2.635
27.22, -0.157, -9.846, 2.526
27.23, -0.157, -9.821, 2.61
27.24, -0.196, -9.807, 2.533
27.25, -0.235, -9.73, 2.546
27.26, -0.235, -9.762, 2.501
27.27, -0.235, -9.782, 2.617
27.28, -0.275, -9.841, 2.726
27.29, -0.314, -9.873, 2.68
27.3, -0.353, -9.905, 2.635
27.31, -0.353, -9.898, 2.596
27.32, -0.392, -9.821, 2.61
27.33, -0.431, -9.768, 2.54
27.34, -0.431, -9.709, 2.43
27.35, -0.471, -9.709, 2.43
27.36, -0.431, -9.709, 2.43
27.37, -0.431, -9.716, 2.469
27.38, -0.431, -9.807, 2.533
27.39, -0.431, -9.839, 2.487
27.4, -0.431, -9.891, 2.558
27.41, -0.431, -9.877, 2.48
27.42, -0.431, -9.903, 2.396
27.43, -0.471, -9.852, 2.565
27.44, -0.392, -9.8, 2.494
27.45, -0.353, -9.793, 2.455
27.46, -0.353, -9.846, 2.526
27.47, -0.353, -9.839, 2.487
27.48, -0.353, -9.814, 2.571
27.49, -0.353, -9.891, 2.558
27.5, -0.314, -9.948, 2.428
27.51, -0.353, -9.955, 2.467
27.52, -0.353, -9.955, 2.467
27.53, -0.392, -9.98, 2.383
27.54, -0.392, -10.039, 2.492
27.55, -0.431, -10.007, 2.537
27.56, -0.431, -9.966, 2.306
27.57, -0.431, -9.959, 2.267
27.58, -0.431, -10.064, 2.408
27.59, -0.51, -10.039, 2.492
27.6, -0.51, -10.012, 2.337
27.61, -0.51, -9.991, 2.221
27.62, -0.549, -10.012, 2.337
27.63, -0.588, -10.05, 2.331
27.64, -0.549, -10.043, 2.292
27.65, -0.549, -10.043, 2.292
27.66, -0.549, -9.991, 2.221
27.67, -0.51, -10.037, 2.253
27.68, -0.549, -10.121, 2.278
27.69, -0.549, -10.08, 2.047
27.7, -0.549, -10.068, 2.208
27.71, -0.51, -10.068, 2.208
27.72, -0.471, -9.984, 2.183
27.73, -0.51, -9.939, 2.151
27.74, -0.471, -9.88, 2.042
27.75, -0.471, -9.809, 2.094
27.76, -0.431, -9.809, 2.094
27.77, -0.471, -9.764, 2.062
27.78, -0.471, -9.789, 1.978
27.79, -0.431, -9.782, 1.94
27.8, -0.392, -9.769, 1.862
27.81, -0.431, -9.755, 1.785
